no,구분,전공,본문
1538,post,전공,교수님 한 학기동안 고생 많으셨습니다. 감사합니다 ♥_♥
1539,post,전공,교수님 핵친절
1540,post,전공,교수님! 수업하실때 모든 내용이 중요한건 사실이지만 말 끝날때마다 중요하다고 계속하시면 너무 외울게 많아져요.. 물론 중요하시다고  한 부분은 외웠지만 시험에 안나오는 경우가 많더라구요.. 그래서 가끔 뭐가 진짜 중요한 내용인지를 헷갈려할때가 있었어요!  이번 한학기동안 고생해주셔서 너무 감사합니다!
1541,post,전공,교수님(여자) 의 강의는 만족스럽습니다. 다음의 사이버강의는 자세한 설명 부탁드려요
1542,post,전공,교수님...강의하실 때 온라인으로도 열정적으로 가르쳐주시는게 느껴져서 열심히 수강하였습니다.  한학기동안 온라인강의 하시느라 수고많으셨습니다. 감사합니다!
1543,post,전공,교수님~~ 감사드립니다
1544,post,전공,교수님께서 PPT자료와 다양한 영상자료 등을 준비해 주셔서 수업내용을 이해하는데 많은 도움이 되어 좋았습니다.
1545,post,전공,교수님께서 과제에 대한 피드백을 많이 도와주셔서 온라인임에도 불구하고 더 많이 배운 것 같아서 정말 감사했습니다!
1546,post,전공,"교수님께서 성적 기준 안내와 강의는 사정상 늦께 만드신 경우도 있었지만, 그 덕분에 제가 더 선교에 관한 지식을 채우게 되어서 매우 유익한 강의였습니다."
1547,post,전공,교수님께서 수업 내용 매일 정리해주셔서 너무 좋았습니다. 한 학기동안 정말 감사했습니다!
1548,post,전공,"교수님께서 연기까지 마다하지 않으시며 수업을 위해 시뮬레이션을 찍어주신것이 인상깊었습니다.  가장 늦게 종강한 과목이었는데, 제일 마지막까지 고생해주심에 감사합니다!"
1549,post,전공,교수님께서 자신감을 주시며  인강으로 인해 힘들어 할때  과제 도움을 요청할 수 있도록  같은반 학생에게 도움을 받을 수  있도록  도와 주셨다.   교수님 감사합니다  인강으로 인해 한 학기가 끝날  줄 몰랐는데...
1550,post,전공,교수님께서 정책론 수업을 해주시면서 현재 정책들에 대한 세세한 설명을 해주셔서 다양하게 알게 되어 유익했습니다!
1551,post,전공,교수님께서 학생들이 제대로 이해하고있는지 계속 확인하시고 질문도 적극적으로 받아주시며 학생들이 이 수업을 포기하지않고 제대로 수강할 수 있도록 노력해주셔서 정말 좋은 수업이었습니다. 화성학에 대해선 처음 배우는 내용이어 매우 어려운 점 이 많았고 이해하기 어려운 부분도 많았지만 비대면 수업이라 질문이 어려웠던 점을 고려했을 때 대면수업으로 진행한다면 분명히 그날 그날 바로 수업내용을 모두 이해하며 공부할 수 있을 것이라고 생각합니다.
1552,post,전공,교수님께서 해주신 따뜻한 말씀들이 공부를 하는데 좋은 기폭제로 작용하였습니다. 아동 대상자들을 대하는데 필요한 지식은 물론 따뜻한 가슴까지 배울 수 있었던 유익한 시간이었습니다.
1553,post,전공,교수님수업을 제일 열심히 들었던것같습니다 감사합니다
1554,post,전공,교수님은 저희들에게 더 열심히 노력하라고 여르장르를 체험케 하셨습니다.  강의도 열정적으로 하셔서 큰 도움이 되었습니다.  무엇보다 출석체크의 기회를 주셔서 더 없이 좋았습니다.  교수님  강의는 다음학기에도 하고 싶습니다.  감사 합니다~^^
1555,post,전공,교수님은 좋은데 줌했다가 영상찍었다가 왔다갔다 하신점이 좀 그랬습니다.
1556,post,전공,교수님은 친절하시나 미디 프로그램을 잘 모르는 학생에게 따라오기 어려운 수업이다. 미디 프로그램을 자세하게 알려주시는 것보단 방향을 제시해주신다.
1557,post,전공,교수님의 강의는 학생들에게 매우 유익한 과목 입니다.  그래서 인지 상당한 큰 도움을 받았습니다.  그리고 레포트 작성법을 상세히 알려 주셔서 더 없이 좋았습니다.  교수님 강의는 다음학기에도 신청하고 싶습니다.  교수님!!  감사 합니다~♡
1558,post,전공,"교수님의 관심과 사랑이 조금은 부담스러울 때도 있지만, 그래도 그만큼 마음을 써주신다는 것에 감사를 드립니다!  두려움을 넘고 함께 나아가자고 말씀해주시는 교수님을 보며 ‘진정한 어른’이라고 느꼈습니다.  기대에 부응하지 못한 적도 있었지만 교수님이 함께 해주심에 감사합니다~"
1559,post,전공,교수님의 배려에 감사드립니다.
1560,post,전공,교수님의 배려에 감사드립니다.
1561,post,전공,교수님의 설명이 이해가 잘 안 가고 교재 책이 너무 이해가 안 됬다 잘 안 보였다 이해 불가 한 학기 동안 감사드립니다
1562,post,전공,교수님의 수업 자료는 너무 좋았지만 설명이 조금 어렵고 진도가 빨라 따라가기 힘들었다.
1563,post,전공,교수님의 직접적인 강의를 안하셔서 평가하기는 힘드나 사이버강의하셨던 여자교수님은 만족합니다.
1564,post,전공,교수님의 학구열과 친절하셔서 즐겁게 수업들었습니다~~
1565,post,전공,교수님의 학구열과 친절하셔서 즐겁게 수업들었습니다~~
1566,post,전공,교수님이 많은 시간을 내어주셔서 시연과 자료준비에 대한 피드백도 꼼꼼히 자세히 해주시고 제가 용기를 낼 수 있도록 좋은 조언을 해주셔서 정말 감사했습니다.
1567,post,전공,교수님이 자세히 설명을 해주셔서 너무 좋았습니다.
1568,post,전공,교수님이 자세히 설명해주셔서 너무 좋았습니다.
1569,post,전공,교수님이 자세히 설명해주셔서 너무 좋았습니다.
1570,post,전공,교수님이 저희의 건의사항을 충분히 고려해주시고 이해해 주셔서 좋았습니다
1571,post,전공,교수님이 제일 최고에요!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! ♡♡♡♡♡
1572,post,전공,교수님이 질문에 항상 친절하게 답을 해 주셔서 좋았다.
1573,post,전공,교수님이 친절하게 수업해주셔서 좋았습니다^^
1574,post,전공,교재 위주의 수업은 좋았지만 ppt자료를 안보게 되고 ppt자료가 늦게 올라와서 조금 힘들었습니다. 하지만 교재 위주로 해주셔서 다른 수업들과 달리 교재비가 아깝지 않아서 좋았습니다. 저희 학과를 위해서 노력해주시는 모습이 보이기에 항상 감사히 생각하고 있습니다. 감사합니다.
1575,post,전공,구글클래스룸에 올려주신 교수님의 묵상글(?)이 아직도 마음에 남습니다.  감사하며 사는 사람이 되도록 노력하겠습니다!
1576,post,전공,구글클래스룸에도 카톡방과 동일하게 공지를 올려주는게 당연하다 생각한다.
1577,post,전공,궁금한 점에 항상 빠르고 친절하게 피드백을 해주셨습니다
1578,post,전공,궁금한 점이나 불편사항에 대해 항상 빠르고 친절하게 대응해주신 점이 좋았습니다
1579,post,전공,그냥 그렇다
1580,post,전공,"기독교사회복지론에 대한 책의 선정이 매우 좋지 않습니다. 책의 내용이 매 챕터마다 기독교사회복지에 대한 정의를 설명하고 각각의 챕터에 맞게 성경의 내용을 짜집기한 것 처럼 원 성경의 뜻과 배경적 내용과는 전혀 무관한하게 편성되어 있고 이를 그대로 설명하시는 교수님을 통해서 자칫 무교이거나 기독교가 아닌 학생들이 오해 혹은 잘못된 성경의 내용에 대한 생각을 가질 수 있기 때문입니다.  또한 기독교는 신본주의, 사회복지는 인본주의라는 사상의 틀 안에서 부딪치는 이론들에 대한 정의를 정확히 내려주시 않은 점에서는 많은 개선이 필요합니다.  1. 책의 선정 개선   2. 수업의 정확한 정보 제공 필요  3. 수업방식의 변환 요구"
1581,post,전공,기말 때  배운 부분 다 거의 시험범위에 포함되지 않았으며  중간범위에서 많이 나오면 최소2주 정도 전에는 고지가 되었어야한다고 생각합니다. 학생과의 적극적인 소통이 이루어졌원 합니다.
1582,post,전공,기말고사때 원래 25문제에 50분이였는데 30문제 30분으로 바뀌면서 많이 당황스러웠습니다.
1583,post,전공,내담자와 상담을 하는 것이 많이 어려우면서도 많이 성장하였고 너무 뜻깊고 재미있는 시간이었습니다.
1584,post,전공,내용이 방대하고 어려웠던 만큼 헤매기도 했지만 동영상강의를 시청하며 도움을 많이 받았습니다.  이해가 쉽진 않겠지만 게속 예시를 들어주셔서 좋았습니다. 스스로 책만보고 공부하기에 지쳤는데  이번 코로나사태로 동영상을 보며 꼼꼼히 첵업해볼수 있어 감사했습니다. 슈고많으셨습니다.   방학동안 쉼을 갖으시길 바래요 감사드립니다
1585,post,전공,내용자체도 어려워서 수업을 안 듣고 싶은데 교수님도 잔잔해서 수업이 너무 no jam이에요...  재밌는건 교수님의 무지개 색깔  펜들뿐.
1586,post,전공,"너무 빡빡해요. 과제 좀 더 줄여주세요. 매일 조별과제 하는거 정말 지옥같아요...  두통약 먹으면서 했어요 교수님,,, 다른 실습과목에 비해서 정말 너무 힘들어서 시계바늘 돌리고 싶었습니다."
1587,post,전공,너무 어려워요 과제도 많고
1588,post,전공,너무 어려웠다 쉬워지면 좋겠다 한 학기 동안 감사드립니다
1589,post,전공,너무 재미있었고 많은걸 배울 수 있었다
1590,post,전공,너무 좋아서 할 말이 없을 정도입니다.
1591,post,전공,너무 좋은 수업이였다. 다만 한 가지 건의사항이 있다면 가족의 발견 보고서를 쓰는 것을 후반부에 했으면 더 좋았을 것 같다. 더 많은 수업을 들은 후에 다시 나의 보고서를 보니 아쉬움이 많이 남았다
1592,post,전공,녹록치 않은 상황에서 최선을다해 양질의 강의를 해주셔서 감사합니다
1593,post,전공,다른 교수님들과 달리 지루하지 않은 수업이 좋아서 항상 수업시간을 놓치지 않고 열심히 들을 수 있었습니다. 저희 2학년 학생들이 열정적인 모습을 보이지 않아서 교수님도 힘드실텐데 항상 포기하지 않고 열심히 재밌게 해주셔서 감사합니다. 교수님이 삐적말라스무스나 비타민들을 그림으로 그려주시면서 쉽게 외울 수 있었고 지금까지도 잊혀지지가 않아서 정말 좋고 감사하게 생각합니다. 저희 학과를 위해 항상 노력해주셔서 감사합니다.
1594,post,전공,다른 사람의 노래를 듣고 피드백을 주고받는 부분에서 많은것을 배울 수 있었지만 내가 발표하고 듣는 피드백이 적어서 수업이 조금 지루하게 느껴졌다.
1595,post,전공,다만 손톱검사에 있어서 기준이 명확하지 않아 어려움이 있었습니다.
1596,post,전공,다문화에 대해 개방적이라고 생각했는데 이번 기회를 통해 자세히 배우면서 너무 무지했다는 것을 깨달았습니다. 수업을 통해 다문화에 대해 현실적으로 바라볼 수 있었던 계기가 되었습니다. 유익하고 재밌는 수업 덕분에 매주 무엇을 배우고 어떤 지식을 얻을 수 있을까 기대하면서 강의를 들었습니다. 코로나19로 인해 영상으로만 접하게 되어 아쉽지만 열정적으로 강의해주셔서 감사합니다.
1597,post,전공,다양한 사진 자료와 예시로 이해하기 좋았다
1598,post,전공,다음 2학기때 학교에서 수업할 수 있으면 좋겠네요
1599,post,전공,다음 학기에도 온라인 강의가 지속된다면 질문을 할 수 있는 댓글란 같은 것들이 추가 되었음 좋을 것 같다.
1600,post,전공,"대면 강의를 참석했음에도 불구하고 대면 강의를 제외한 온라인 강의, 출석 과제도 있어서 수업 시간이 너무 길었습니다."
1601,post,전공,대면강의였으면 더 좋은 수업이었을 것 같습니다~
1602,post,전공,"대면수업을 안해서 모르는 부분을 물어보지 못하거에 있어 좀 어려움이 있었지만, 수업만 봤을 때 설명이 잘 되어있다."
1603,post,전공,동기들과 친해질 수 있는 시간이여서 너무 좋았어요..!  피드백 받는 시간이 같았으면 좋겠다는 아쉬움이 남네요 ㅠ^ㅠ
1604,post,전공,만족합니다
1605,post,전공,많이 어려워서 이해하기가 힘들어사 학생들한테 전달력이 미흡한것같다
1606,post,전공,"매주 강의 개선점에 대해 학생들에게 물어보실 때 학번, 학과, 이름 전부 밝히게 하신 후 개선점을 물어보셔서 솔직하게 답하지 못했습니다. 개선점에 대해 솔직한 답변을 듣고싶으시다면 익명성을 보장해주신 후 물어봐주셨으면 좋겠습니다. 추가적으로 spss 마지막 과제의 경우 며칠에 걸쳐 공지를 번복하셔서 학생들 사이에서도 혼란이 많았습니다."
1607,post,전공,매주 과제가 힘들긴 했지만 많이 발전할 수 있어서 좋았다
1608,post,전공,매주 의미있는 출석과제와 배우는 이론들을 실제로 적용해 볼 수 있는 과제로 가족상담에 대해 더 깊이 공부할 수 있었습니다.
1609,post,전공,몇번 강의 이후 다 학생들이 발표한 수업으로 메꿔졌는데 교수님의 보충이나 자체강의도 있어야 된다고 생각합니다
1610,post,전공,모르는 부분을 잘 알려주셔서 개선될 점이 없는 수업입니다
1611,post,전공,모르는거 질문했을때 전화해주셔서 감사했습니다.
1612,post,전공,문장을 조금만 덜 외우면 좋을것 같습니다
1613,post,전공,뮤지컬에 더욱 관심이 생겨 좋았습니다ㅠㅠ 다음 학기에도 꼭 열어주셨으면 좋겠어요!
1614,post,전공,믹싱이 뭔지 항상 애매하게 몰랐었는데 교수님 덕분에 어떻게 믹싱을 해야 하는지 어디에 맞춰야 하는지 알게 됐습니다. 교수님께 항상 연락을 자주 드리지 못 해 죄송하지만 이번 만큼은 직접 감사의 말씀을 드리고 싶습니다. 정말 감사드립니다♥!
1615,post,전공,"병원으로 실습을 나가지 못한건 아직까지도 아쉽지만, 브이심을 이용한 실습도 좋았습니다!  자신을 알아야 남을 이해할 수 있다고 하신 말의 뜻을 몸소 느낀 시간이었습니다.  방어기제를 검사해주셔서 나를 더 잘 알 수 있게 되었고, 저와 같은 면을 가진 사람이 보였을 때 그 사람을 나처럼 이해할 수 있을 것 같다는 생각이 들었습니다~ 저를 포함하여 동기들 한명한명 신경써주시고 함께해주셔서 감사합니다??"
1616,post,전공,보오 뿐만 아니라 상용하는 공부도 좋을것 같다
1617,post,전공,보육학에 대한 수업 다양한 방식이 조금 나오면 좋겠습니다
1618,post,전공,"복학해서 걱정이 많았는데, 교수님이 강의에 뒤떨어지지 않게 친절히 알려주셔서(수업전 자료제공) 끝까지 잘 따라갔던 것 같습니다. 감사합니다."
1619,post,전공,본 녹화 영상에서 학생들의 이해를 돕기 위하여 따로 중요한 부분은 줌을 통해 부연설명 해주셔서 좋았음.
1620,post,전공,본인의 조의 발표가 엉망이었지만 마지막조라고 잘 챙겨주시고 지적해주셔서 비교적 다른 과목의 시험이나 발표에서는 많이 떨리지 않아서 좋았다. 교수님이 우리의 기억에 남고싶은 교수가 되고싶다고 말씀하신게 마음에 와닿아서 수업에 참여도 열심히 하고싶어지고 동기부여도 돠어서 좋았다.
1621,post,전공,"브이심이 정말 최고였던 것 같습니다!  실제로 병원에서 실습을 못한게 아쉽지만, 브이심을 통해 더 객관적으로 바라보고 생각할 수 있게 된 것 같아서 좋았습니다!  온라인강의 하시느라 정말 고생 많으셨습니다!!  감사합니다 교수님????????"
1622,post,전공,비교과 연계로 더욱 효율적인 공부를 하였음
1623,post,전공,비대면 강의라서 그런지 이해안되는 부분도 많았습니다
1624,post,전공,비대면 수업이라는 초유의 사태였음에도 최선을 다해 교수님이 강의와 지도해주셔서 감사했다.
1625,post,전공,비대면 수업이었기 때문에 불만족스러운 부분이 몇몇 있었습니다. 하지만 코로나로 인하여 일어난 상황이고 교수님들 또한 이러한 경우는 처음이기 때문에 서로 간의 이해로 넘어가는게 맞는 것 같습니다.
1626,post,전공,"비대면을 통해 금학기 수업을 듣게 되었는데,과제와 시험에 대한 정보전달이 잘 되지않아서 수행하기 힘들었다.구글 클래스룸에 자세한 공지를 써주셨으면 좋겠고,  영상이 20분마다 자동으로 끊깅에 따라 수업의 흐름도 끊겨서 내용 이해에 힘이 들었다.녹화하는 프로그램을 다른것을 사용해주셨으면 좋겠다"
1627,post,전공,비대면일지라도 전달하고자 하는 수업내용을 관심을 가질수 있도록 도움을 못받은것은 아쉽습니다.  수업내용도 어렵지만 교수님의 능력을 발휘하셔서 흥미를 유발시켜 어려운 과목도 쉽게 접할수 있도록 도움을 주는 것ㅈ은 전달자의 능력으로 보입니다.   전달받는 내용을 응용과 강.약을 넣어 설명해주셨으면...  아쉬웠습니다.
1628,post,전공,비록 온라인 강의였지만 그러한 불편함이나 불합리함이 느껴지지 않을 정도의 수업이었습니다.  이 어려운 시기에 최선을 다해주셨고 그 열정에 항상 감사합니다.
1629,post,전공,빅데이터경영학과 교수님중에 제일 좋습니다 앞으로도 좋은강의 부탁드립니다
1630,post,전공,빠른 공지
1631,post,전공,빨간글씨 필기하려고 했는데 글씨가 너무 작아서 잘 안보이는 것도 있었습니다
1632,post,전공,"사례관리의 전반적이 내용을 다 이해하지 못하는 상황에서 사례관리를 해보는 중간과제, 중간고사가  조금은 버거웠습니다. 사례에 대한 사정을 단기간 내에 하는 것에 조금은 힘든 점이 있엇고 사례관리에 대한 양식활용을 후반부에 이해하고 초반에 사례 사정에 관한 과제가 수록되었다는 점에서는 아쉬움이 있습니다.  1. 중간고사 사정에 관한 시간, 난이도의 어려움  2. 양식에 대한 설명이 중간고사 사례 사정 과제 이후 실행되었더 점에 대한 아쉬움"
1633,post,전공,"사회복지법에 대한 최근 개정사항을 알 수 있어서 좋았습니다, 또한 사회복지법의 이해에 많은 도움이 되었습니다.  아쉬운 점은 수업강의시간 원톤, 즉 저음영역의 교수님의 발성이 후반으로 갈 수록 듣는 학생들을 지치게 하며 듣는 수업에 내용에 집중할 수 없었던 적이 종종 있습니다. 강의 녹화 시 조금은 더 밝게 강의를 녹화해주셨으면 좋겠습니다"
1634,post,전공,"사회복지사 1급 시험을 보듯 문제를 내주셔서 시험 준비를 할 때에 더 집중해서 공부를 할 수 있어서 좋았다.  후반부에 여러 주제(산재보험, 의료보험 등등)가 나올 때 학생보다 교수님께서 설명 해주셨다면 좀 더 이해가 가지 않았을까 하는 아쉬움이 든다."
1635,post,전공,사회복지에 관한 많은 지식을 얻을 수 있어서 좋았습니다.
1636,post,전공,산업장VR의 학습효과가 정말 좋았습니다!  재밌었습니다 교수님~~
1637,post,전공,"설교자들이 하나님의 말씀을 설교하길 원합니다. 물론 설교의 방법에 있어서 어느정도 자신의 일화를 이야기 할 수 있지만, 자신의 자랑이라던지, 자녀 자랑, 자기를 높임으로 하나님을 높이지 않는 설교자들이 강단에 서는 일은 절대 있어선 안됩니다. 그것은 KC대학교의 채플을 죽이는 일이며, 신앙이 있던 친구들의 영성 또한 무너뜨리는 일일 것입니다."
1638,post,전공,설명을 이해하기 쉽도록 해주셔서 과목의 내용이 수업만 들으면 어느정도 숙지가 되었습니다.
1639,post,전공,설명을 해주신다고 해주신것같은데 이제 막 수업듣는 1학년으로서 조금은 설명이 어려운 점이 있었습니다. 실시간 강의 후에 수업영상을 따로 안올려주시고 피피티 자료면 업로드 해주셔서 놓친 필기나 설명을 보충하기 어려웠습니다.
1640,post,전공,"성문법(헌법, 법률, 명령, 조례, 규칙, 국제조약과 국제법규)과 불문법(관습법, 판례법, 조리)의 차이를 알았습니다. 특히 국제법규는 국내법과 같은 효력을 가지므로 체계에 수용됨을 정확히 알았습니다. 대면수업이 아닌 온라인 수업으로 인해 아쉬운 점이 있었으나 그 전에 교수님 수강을 들은 적이 있어서 정감어린 목소리를 들으니 안정감이 있어 좋았습니다. 감사드립니다^^"
1641,post,전공,성인간호학에서 배우는 지식들은 다른 간호학에서도 문제를 해결하는 기반이 되어주기 때문에 상당히 유익하였습니다. 또 교수님께서 매번 피드백을 주셔서 팀과제의 방향을 설정하고 수정하는 데 큰 도움이 되었습니다.
1642,post,전공,솔직히 과목특성상 인문과정보다 어렵기도 했지만 교수님께서 과제내용을 적절히 조정해주셔서   참 감사했습니다. 또 그때그때 틀린것도 피드백해주셔서 더 좋았습니다.  전반적으로 큰 비중의 과제도 즐겁게 할 수 있었습니다. 모든 세부 수업내용에 만족합니다.  많이 배울수 있는 시간이었습니다 ??
1643,post,전공,"솔직히 어려운 수업이었고, spss를 학교에서 실습해보면 더 좋은 수업이었을 거 같아서 아쉬웠어요. 그런데도 교수님이 친절하게 여러번 설명 및 복습 시켜주셔서 감사했어요. 친절한 설명이 제일 포인트였던 거 같아요 :)"
1644,post,전공,"솔직히 조금 시간이 안 지켜져서 아쉬웠는데, 심측평이 어렵게 느껴지다 보니 많은 컨텐츠를 올려주신 점은 이해하기도 쉽고 좋았어요. 많이 문의했는데, 하나하나 답변 주셔서 좋고요. 다음 2 시간에는 대면으로 뵈엇으면 좋겟어요."
1645,post,전공,"수업 1~2시간전에 휴강 일정을 알려주는게 아니고, 적어도 하루전에는 공지해주시기 바랍니다"
1646,post,전공,수업 내용은 법인세 계산의 핵심을 군더더기 없이 딱딱 짚어주어 정리하기 매우 좋았습니다. 다만 코로나 사태로 인한 온라인 수업에 맞는 평가와 대응 방안 강구가 더 필요해보입니다.
1647,post,전공,"수업 내용을 쉽게 설명해주셔서 이해할 수 있었습니다. 또한, 어린이집과 유치원에서 일지를 어떻게 쓰는지 알게 되어서 시간이어서 좋았습니다."
1648,post,전공,"수업 내용이 다소 워려웠지만, 구체적으로 설명해주시며 가르치시는 것과 재시간마다 수업이 올라왔던 것은 정말 존경하는 점입니다."
1649,post,전공,수업 시 전 수업 요약 정리가 도움되었어요    추천 동영상이 있으면 더 좋았을것 같기도 합니다  팀플은 힘들었지만 되도록 개인과제보다 큰 비중이 아니었으면 좋겠어요  수업 내용은 흥미로워서 스스로 찾아보고 배운것도 많아서 좋았습니다  감사합니다 !!
1650,post,전공,수업 시간을 제대로 지키지 않았다. 기존 시간에 진행 했어야 했는데 그 시간을 지키지 않고 1시간 가량 먼저 수업을 시작했다.
1651,post,전공,"수업도 재밌고 좋았는데 온라인이어서 아직 적응이 되지 않아서 그런지 휴강을 내시거나 강의를 늦게 올리신 부분이 조금 불편했어요. 하지만 정성을 들여 논문 리뷰도 해 보고, 내 인생에 대해 다시 성찰하는 과제를 함으로 여러 방면에서 성장했다고 느꼈습니다! 과제를 하는 당시에는 어렵고 복잡했지만 되돌아보니 의미 있던 시간이었습니다."
1652,post,전공,수업에 사용하셨던 파일 자료를 올려주시지 않아 수업을 참가하는데 어려움이 있었습니다.
1653,post,전공,수업은 어려웠지만 교수님의 과제와 수업의 조화가 좋았습니다
1654,post,전공,"수업은 전반적으로 만족합니다. 제일 좋았습니다  다만 저번 모성 건강 끝나고 잠깐 아동 건강에 대해 공부하였을 때,  수업영상에는 최근 글이 있었으나 제공하신 파일에서는 최신이 아닌 작년에 수업으로 활용했던 자료가 있어 수업을 들을때나 공부할때 잠깐 혼란이 있었습니다"
1655,post,전공,수업의 질에 비해 시험문제가 너무 어렵고 책에도 나와 있지 않은 문제를 내셔서 많이 당황스러웠습니다.
1656,post,전공,수치같은게 통일됐으면 좋겠습니다. 예를들어 월경주기에 따른 질 점액의 점성도에서 늘어나는 정도가 월경시에 두가지 길이로 제시되었고 시험 문제에도 나왔는데 두가지를 다 외웠지만 혹시라도 교수님께서 월경 직전을 말씀하시나 하는 생각에 고민을 많이했던 기억이 있습니다!
1657,post,전공,슈퍼비전을 받기 전에 미리 축어록을 받아서 읽어보시고 진행했다면 상담내용 피드백을 더 깊고 자세하게 받을 수 있었을것 같습니다.
1658,post,전공,"시간대가 가끔 10시에 했었는데, 10시가 아니라 12시반으로 맞았으면 좋았을 거 같아요! 과제도 심도있는 과제로 내주시고, 설명도 여러번 해줘서 이해도 잘 됐고, 시험문제도 거의 다 알려주셔서 좋았어요 저는!"
1659,post,전공,"시험 공지를 조금만 더 일찍,자세히 해 주시면 시험공부에 더욱 열중을 할 수 있을 것 같습니다"
1660,post,전공,시험시간이 너무 부족했다.
1661,post,전공,시험을 공유하는 학생이 있는 거 같습니다. 중간고사보다 기말고사의 시험 방식이 공유하기 더 어려웠던 거 같아서 좀 다행이였습니다. 감사합니다.
1662,post,전공,"시험의 방식 개선필요, 타임어택은 장비 불충분 학생들에게 짐을 안겨주는것"
1663,post,전공,시험이 너무 어려워요 강의자료에서도 안나오고
1664,post,전공,시험이 어려움
1665,post,전공,시험지가 예정된 시험시간 보다 늦게 올라온 일이 발생하였는데 그때 대처방식이 너무 미흡했다.
1666,post,전공,실습 정말 재밌었어요
1667,post,전공,실습과 겹치는 내용이 있어서 다행이었던 것 같습니다.  내용이 쉽지많은 않고 방대해서 걱정이었는데 그래도   과제들을 적절히 마무리할 수 있었던 것으로 만족합니다.  수업 후 내용이 잘 정리되어 기억에 남게해 주셔서 감사합니다.
1668,post,전공,실습과 자율실습을 추가해주셔서 충분히 잘 연습할 수 있었습니다.  실습이었던 만큼 흥미롭기도했고 즐거웠습니다.  실습보고서 내용을 찾아 적느라 참고하며 정리하는 시간도 도움이 많이 되었습니다.  지필시험때 좀더 신경쓰지 못해 죄송했습니다 .수업준비 수고해주셔서 감사드립니다 ?
1669,post,전공,실습시간이 더 길었으면 좋겠어요
1670,post,전공,실습시에는 이해하기 어려웠던 것도 추후 과제나 보고서를 작성하며 이해된 게 많았습니다.  동영상과제가 까다롭긴했지만 그만큼 보람도 있었고 실습서도 답을 찾으면서 이해하느라 전반적 개요를  다시 익히게 되어 감사했습니다 !!
1671,post,전공,실습에 실질적으로 도움이 되도록 수업을 해주셔서 좋았습니다!
1672,post,전공,실습하면서 국가고시 공부도 같이 할 수 있어서 효율적으로 실습한 것 같아 너무 좋았습니다. 한 학기동안 정말 수고 많으셨습니다!
1673,post,전공,실습할수록 모든 조가 과제 분량이 다 달랐던 것 같습니다. 과제 분량이 다르게 되면 평가를 할때도 형평성이 어긋날 것 같은데 이에 대해서 다음 학기에는 모든 조가 과제 분량이든 하나로 통일하게 수정해주셨으면 좋겠습니다.
1674,post,전공,실습현장에 방문해주셔서 힘이 되었던 것 같습니다. 그러나 지각에 대한 감점요인이 강력하다는 초반의 말씀에 있어서는 집이 먼 학생에게는 조금 어려움이 있었던 것 같습니다
1675,post,전공,실시간 강의를 하면서 한명 한명 이름을 불러주셔서 관심이 있음을 느껴서 좋았습니다.
1676,post,전공,실용화성학수업은 음악의 이론을 배우게 되기때문에 개인적으로는 음악 실기만큼 중요하다고 생각하고있습니담~  개선은 빨리 코로나가 종식되어서 대면수업으로 더 자유롭게 수업을 했으면 좋겠습니담~^-^
1677,post,전공,실험 반을 나눌때 번호 기준이 아니라 애들한테도 의견을 물어서 자율적으로 반을 결정하게 해줬으면 좋겠다.
1678,post,전공,아무래도 이론 수업이다 보니 비대면 수업의 장단점이 극명했던 것 같다. 강의를 무한 반복하여 볼 수 있었던 점은 좋았으나 수업 시간에 그 자리에서 모르는 것을 바로바로 질문하지 못했던 것은 아쉬움으로 남는다. 그래도 교수님이 열심히 강의해주셨는데 그것에 상응하는 시험 점수로 보답해드리지 못해 죄송했다.
1679,post,전공,아주 재미있는 수업이염ㅅ습니다
1680,post,전공,아주 좋았다 힘이 되는 많은 말을 받았다
1681,post,전공,아주좋습니다 !
1682,post,전공,알찬 수업이었습니다.
1683,post,전공,"앙상블 수업은 챔버나 밴드, 음악을 하는데 있어서 먼저 배워야 하는 수업이라고 개인적으로 생각하고있습니다~  개선되었으면 하는 점은 빨리 코로나가 종식되어서 대면수업으로 같이 앙상블을 했으면 좋겠습니담~^-^??"
1684,post,전공,어려운 과목을 이해하기는 어려우나 좀더 쉽게 접근하여 공감할수 있도록 전달하는 부분은 아쉬웠으나 열정으로 수업에 임하는 강의는 만족합니다.
1685,post,전공,어려운 과목이었는데도 비대면 수업으로 인해 계속 복습하며 공부할 수 있었던 부분이 좋았습니다! 처음하는 온라인 수업에 학생들도 교수님도 많이 혼란스러우셨을 텐데 한 학기 동안 너무 수고 많으셨습니다. 감사드립니다 교수님!
1686,post,전공,어려운 과목이지만 재미있고 쉽게 배웠던 것 같다.
1687,post,전공,어려워요
1688,post,전공,어려웠다 이해가 안 갔다 한 학기 동안 감사드립니다 어휘론은 cd가 노트북에 없었다 다른 매체 사용하셨으면 좋겠다 한 학기 동안 감사드립니다
1689,post,전공,어렵다는 걸 감안하여 과제 기준을 완화 시켜주시고 강의 내용도 실제 사례까지 해주셔서 너무 좋은 강의 인것 같습니다. 내면화도 잘 되고 심리상담학과에 꼭 필요한 강의였습니다.
1690,post,전공,어린이집을 운영하면서 관심이 많은 과목이고 교수님께서도 열강을 해 주셔서 많은 도움이 되었습니다  정말 감사드립니다~~^^
1691,post,전공,열심히 강의 해 주신 교수님 감사합니다.  건강하세요
